Date,Time,Site,Depth (cm),Instrument Used,Dissolved Oxygen (mg/L),Dissolved Oxygen (%),Conductivity-specific (mS/cm),Salinity (ppt),Temperature (C),Pressure (mmHg),pH,Turbidity (cm),Comments
07/06/2023,10:05,VBR1,Surface,YSI Pro2030,6.7,91.0,40.64,42.66,22.5,760.8,9.56,,
07/06/2023,10:05,VBR1,Bottom,YSI Pro2030,4.9,72.0,47.51,46.06,26.7,760.7,,,
07/11/2023,-,MO1,Suface,YSI Pro2030,,,,,,,,,did not sample MO1 today because there were multiple skunks on the trail
07/11/2023,-,MO1,Bottom,YSI Pro2030,,,,,,,,,
07/11/2023,9:46,PIER,10,YSI Pro2030,5.0,71.0,50.6,52.3,23.3,763.9,,230.0,
07/11/2023,9:46,PIER,50,YSI Pro2030,4.7,68.0,50.9,52.5,23.4,763.9,,,
07/11/2023,9:46,PIER,100,YSI Pro2030,4.2,63.0,55.9,55.3,25.6,763.9,,,
07/11/2023,9:46,PIER,150,YSI Pro2030,3.3,51.0,57.8,56.9,25.8,763.9,,,
07/11/2023,9:46,PIER,200,YSI Pro2030,2.5,38.0,58.4,57.8,25.6,763.9,,,
07/11/2023,9:46,PIER,250,YSI Pro2030,1.1,17.0,59.1,58.6,25.4,764.0,,,
07/11/2023,10:11,CUL1,Surface,YSI Pro2030,2.6,40.0,69.0,75.0,20.8,764.1,9.06,,
07/11/2023,10:11,CUL1,Bottom,YSI Pro2030,1.8,28.0,70.6,75.3,21.7,764.1,,,
07/11/2023,10:26,VBR1,Surface,YSI Pro2030,5.2,73.0,44.42,45.64,23.6,763.9,9.78,,
07/11/2023,10:26,VBR1,Bottom,YSI Pro2030,4.4,64.0,47.28,46.62,25.7,763.8,,,
07/19/2023,9:27,MO1,Suface,YSI Pro2030,5.3,80.0,56.7,57.6,24.2,763.3,9.34,,
07/19/2023,9:27,MO1,Bottom,YSI Pro2030,5.2,78.0,56.6,57.7,24.0,763.3,,,
07/19/2023,9:49,PIER,10,YSI Pro2030,5.0,74.0,56.9,57.4,24.6,762.9,,225.0,
07/19/2023,9:49,PIER,50,YSI Pro2030,4.4,66.0,57.0,57.6,24.4,762.8,,,
07/19/2023,9:49,PIER,100,YSI Pro2030,4.0,61.0,58.9,58.3,25.5,762.8,,,
07/19/2023,9:49,PIER,150,YSI Pro2030,3.3,50.0,60.3,59.5,25.7,762.8,,,
07/19/2023,9:49,PIER,200,YSI Pro2030,2.4,37.0,60.3,59.9,25.3,762.8,,,
07/19/2023,9:49,PIER,250,YSI Pro2030,1.7,27.0,61.3,60.8,25.4,762.7,,,
07/19/2023,10:08,CUL1,Surface,YSI Pro2030,2.3,39.0,84.3,88.6,22.3,762.6,8.91,,
07/19/2023,10:08,CUL1,Bottom,YSI Pro2030,1.9,31.0,83.6,88.4,22.1,762.5,,,
07/19/2023,10:21,VBR1,Surface,YSI Pro2030,5.2,75.0,49.6,50.0,24.6,762.1,9.74,,
07/19/2023,10:21,VBR1,Bottom,YSI Pro2030,4.7,73.0,57.0,53.6,28.3,762.0,,,
08/03/2023,9:11,MO1,Suface,YSI Pro2030,5.7,87.0,61.9,61.6,25.3,762.1,9.35,,
08/03/2023,9:11,MO1,Bottom,YSI Pro2030,5.7,87.0,62.6,62.3,25.3,762.1,,,
08/03/2023,9:35,PIER,10,YSI Pro2030,5.4,84.0,65.0,63.7,26.1,761.2,,237.0,Water level on pier measurement is an approximation because algae was blocking the numbers
08/03/2023,9:35,PIER,50,YSI Pro2030,4.8,75.0,64.9,63.9,25.9,761.3,,,
08/03/2023,9:35,PIER,100,YSI Pro2030,3.7,58.0,64.4,64.0,25.3,761.3,,,
08/03/2023,9:35,PIER,150,YSI Pro2030,3.3,50.0,64.3,64.0,25.2,761.4,,,
08/03/2023,9:35,PIER,200,YSI Pro2030,2.0,32.0,66.1,65.0,25.9,761.5,,,
08/03/2023,9:35,PIER,250,YSI Pro2030,1.7,26.0,66.3,65.4,25.8,761.5,,,
08/03/2023,9:54,CUL1,Surface,YSI Pro2030,,37.0,93.7,101.8,20.8,761.7,8.57,,
08/03/2023,9:54,CUL1,Bottom,YSI Pro2030,,34.0,93.3,101.4,20.8,761.7,,,
08/03/2023,10:12,VBR1,Surface,YSI Pro2030,5.7,86.0,58.1,57.5,25.5,761.1,9.77,,
08/03/2023,10:12,VBR1,Bottom,YSI Pro2030,5.1,78.0,58.1,57.5,25.5,761.0,,,
08/13/2023,9:22,MO1,Suface,YSI Pro2030,6.8,104.0,61.9,61.9,25.1,760.6,9.27,,
08/13/2023,9:22,MO1,Bottom,YSI Pro2030,6.9,107.0,65.1,65.0,25.1,760.6,,,
08/13/2023,9:52,PIER,10,YSI Pro2030,5.8,91.0,67.3,66.5,25.6,760.5,,120.0,Water level on pier measurement is an approximation because algae was blocking the numbers
08/13/2023,9:52,PIER,50,YSI Pro2030,5.5,88.0,67.4,66.8,25.5,760.6,,,
08/13/2023,9:52,PIER,100,YSI Pro2030,4.6,73.0,67.5,67.1,25.3,760.7,,,
08/13/2023,9:52,PIER,150,YSI Pro2030,3.6,56.0,67.3,67.3,25.0,760.8,,,
08/13/2023,9:52,PIER,200,YSI Pro2030,2.9,46.0,67.3,67.5,24.9,760.9,,,
08/13/2023,10:05,CUL1,Surface,YSI Pro2030,,47.0,102.8,109.7,21.7,761.3,8.27,,same because water is very shallow
08/13/2023,10:05,CUL1,Bottom,YSI Pro2030,,47.0,102.8,109.7,21.7,761.3,,,same because water is very shallow
08/13/2023,10:25,VBR1,Surface,YSI Pro2030,5.0,74.0,51.6,51.8,24.8,760.1,9.33,,
08/13/2023,10:25,VBR1,Bottom,YSI Pro2030,3.8,62.0,66.5,61.7,29.1,760.1,,,
08/23/2023,9:34,MO1,Suface,YSI Pro2030,6.6,102.0,67.2,68.2,24.2,758.9,9.28,,
08/23/2023,9:34,MO1,Bottom,YSI Pro2030,6.8,106.0,67.8,68.8,24.2,758.9,,,
08/23/2023,9:59,PIER,10,YSI Pro2030,4.4,70.0,69.3,68.9,25.3,758.7,,115.0,Water level on pier measurement is an approximation because algae was blocking the numbers
08/23/2023,9:59,PIER,50,YSI Pro2030,3.8,60.0,69.0,69.0,25.0,758.8,,,
08/23/2023,9:59,PIER,100,YSI Pro2030,2.7,43.0,68.6,69.3,24.5,758.9,,,
08/23/2023,9:59,PIER,150,YSI Pro2030,1.9,30.0,68.2,69.4,24.1,758.8,,,
08/23/2023,9:59,PIER,200,YSI Pro2030,1.5,24.0,68.2,69.4,24.2,759.0,,,
08/23/2023,10:17,CUL1,Surface,YSI Pro2030,,53.0,107.5,114.5,21.8,759.7,8.46,,same because water is very shallow
08/23/2023,10:17,CUL1,Bottom,YSI Pro2030,,53.0,107.5,114.5,21.8,759.7,,,same because water is very shallow
08/23/2023,-,VBR1,Surface,YSI Pro2030,,,,,,,,,could not sample this site due to large group of birdwatchers
08/23/2023,-,VBR1,Bottom,YSI Pro2030,,,,,,,,,could not sample this site due to large group of birdwatchers
09/04/2023,9:19,MO1,Suface,YSI Pro2030,6.0,90.0,69.8,71.5,23.5,760.3,9.07,,
09/04/2023,9:19,MO1,Bottom,YSI Pro2030,6.0,93.0,70.3,72.0,23.5,760.3,,,
09/04/2023,9:45,PIER,10,YSI Pro2030,3.0,48.0,71.8,72.9,24.2,759.2,,75.0,Water level on pier measurement is an approximation because algae was blocking the numbers
09/04/2023,9:45,PIER,50,YSI Pro2030,2.3,36.0,71.5,73.0,23.9,759.4,,,
09/04/2023,9:45,PIER,100,YSI Pro2030,1.8,29.0,71.3,73.0,23.8,759.6,,,
09/04/2023,9:45,PIER,150,YSI Pro2030,1.6,25.0,70.7,73.0,23.3,759.8,,,
09/04/2023,9:45,PIER,200,YSI Pro2030,0.7,10.0,70.8,73.2,23.2,760.0,,,
09/04/2023,10:05,CUL1,Surface,YSI Pro2030,,35.0,112.8,124.4,20.2,760.4,8.46,,same because water is very shallow
09/04/2023,10:05,CUL1,Bottom,YSI Pro2030,,35.0,112.8,124.4,20.2,760.4,,,same because water is very shallow
09/04/2023,10:17,VBR1,Surface,YSI Pro2030,4.4,64.0,54.6,55.6,24.1,760.0,8.79,,
09/04/2023,10:17,VBR1,Bottom,YSI Pro2030,2.5,38.0,58.5,58.1,25.3,760.0,,,
09/12/2023,9:05,MO1,Suface,YSI Pro2030,5.5,82.0,57.1,57.7,24.4,760.0,8.95,,
09/12/2023,9:05,MO1,Bottom,YSI Pro2030,5.7,91.0,72.2,73.1,24.4,759.9,,,
09/12/2023,9:32,PIER,10,YSI Pro2030,2.8,45.0,75.4,75.2,25.2,759.3,,80.0,Water level on pier measurement is an approximation because algae was blocking the numbers
09/12/2023,9:32,PIER,50,YSI Pro2030,2.0,32.0,75.3,75.2,25.1,759.4,,,
09/12/2023,9:32,PIER,100,YSI Pro2030,1.6,25.0,75.2,75.3,24.9,759.5,,,
09/12/2023,9:32,PIER,150,YSI Pro2030,1.3,21.0,74.7,75.5,24.4,759.6,,,
09/12/2023,9:32,PIER,200,YSI Pro2030,1.1,18.0,74.4,75.5,24.2,759.6,,,
09/12/2023,9:45,CUL1,Surface,YSI Pro2030,,30.0,119.4,130.2,20.7,760.2,8.39,,same because water is very shallow
09/12/2023,9:45,CUL1,Bottom,YSI Pro2030,,30.0,119.4,130.2,20.7,760.2,,,same because water is very shallow
09/12/2023,9:56,VBR1,Surface,YSI Pro2030,5.0,77.0,63.4,63.5,24.9,759.5,9.12,,
09/12/2023,9:56,VBR1,Bottom,YSI Pro2030,2.3,35.0,62.8,63.4,24.5,759.5,,,
10/30/2023,9:57,MO1,Surface,YSI Pro2030,6.8,97.0,67.1,82.0,15.5,767.6,9.12,,
10/30/2023,9:57,MO1,Bottom,YSI Pro2030,6.9,97.0,64.5,79.5,15.1,767.6,,,
10/30/2023,10:34,PIER,10,YSI Pro2030,6.4,93.0,68.7,82.3,16.4,765.5,,27.0,Water level on pier measurment is an approximation because algae was blocking the numbers
10/30/2023,10:34,PIER,50,YSI Pro2030,5.0,67.0,67.4,82.5,15.5,765.4,,,
10/30/2023,10:34,PIER,100,YSI Pro2030,4.9,69.0,66.6,82.5,14.9,765.4,,,
10/30/2023,10:34,PIER,150,YSI Pro2030,5.1,72.0,66.2,82.3,14.7,765.4,,,
10/30/2023,10:34,PIER,200,YSI Pro2030,5.1,72.0,66.1,82.3,14.7,765.3,,,
10/30/2023,10:57,CUL1,Surface,YSI Pro2030,,42.0,117.8,158.1,11.8,765.8,8.32,,
10/30/2023,10:57,CUL1,Bottom,YSI Pro2030,,40.0,115.5,156.2,11.3,765.5,,,
10/30/2023,11:12,VBR1,Surface,YSI Pro2030,2.6,38.0,75.3,93.1,15.0,764.2,8.88,,
10/30/2023,11:12,VBR1,Bottom,YSI Pro2030,3.1,45.0,74.2,93.3,14.4,764.2,,,
11/06/2023,9:27,MO1,Surface,YSI Pro2030,10.7,155.0,69.2,82.4,16.6,764.7,9.21,,
11/06/2023,9:27,MO1,Bottom,YSI Pro2030,7.5,108.0,68.4,81.6,16.5,764.1,,,
11/06/2023,9:50,PIER,10,YSI Pro2030,7.9,115.0,69.7,82.5,16.9,761.9,,34.0,Water level on pier measurment is an approximation because algae was blocking the numbers
11/06/2023,9:50,PIER,50,YSI Pro2030,6.0,87.0,68.8,82.3,16.4,761.5,,,
11/06/2023,9:50,PIER,100,YSI Pro2030,4.1,60.0,68.9,82.3,16.5,761.1,,,
11/06/2023,9:50,PIER,150,YSI Pro2030,1.9,27.0,69.9,82.7,16.9,760.8,,,
11/06/2023,9:50,PIER,200,YSI Pro2030,0.8,12.0,70.9,82.8,17.4,760.6,,,
11/06/2023,10:11,CUL1,Surface,YSI Pro2030,,75.0,126.7,161.8,13.7,760.7,8.34,,
11/06/2023,10:11,CUL1,Bottom,YSI Pro2030,,71.0,122.4,157.3,13.4,760.7,,,
11/06/2023,10:25,VBR1,Surface,YSI Pro2030,1.7,28.0,84.1,97.1,18.0,760.4,8.68,,
11/06/2023,10:25,VBR1,Bottom,YSI Pro2030,1.3,19.0,82.2,97.0,16.9,760.4,,,
11/13/2023,9:33,MO1,Surface,YSI Pro2030,10.9,149.0,62.6,79.3,14.0,766.0,9.89,,
11/13/2023,9:33,MO1,Bottom,YSI Pro2030,9.2,128.0,65.3,82.9,13.9,765.8,,,
11/13/2023,9:53,PIER,10,YSI Pro2030,9.3,128.0,66.2,83.3,14.3,763.9,,29.0,Water level on pier measurment is an approximation because algae was blocking the numbers
11/13/2023,9:53,PIER,50,YSI Pro2030,5.5,76.0,65.8,83.4,13.9,763.8,,,
11/13/2023,9:53,PIER,100,YSI Pro2030,5.8,81.0,65.6,84.2,13.5,763.6,,,
11/13/2023,9:53,PIER,150,YSI Pro2030,4.2,57.0,66.1,83.7,14.0,763.5,,,
11/13/2023,9:53,PIER,200,YSI Pro2030,2.9,41.0,67.4,84.3,14.5,763.3,,,
11/13/2023,10:07,CUL1,Surface,YSI Pro2030,,128.0,120.2,164.3,10.9,763.0,8.47,,
11/13/2023,10:07,CUL1,Bottom,YSI Pro2030,,119.0,115.0,159.7,10.4,763.1,,,
11/13/2023,10:26,VBR1,Surface,YSI Pro2030,,92.0,79.9,98.2,15.2,762.8,8.76,,
11/13/2023,10:26,VBR1,Bottom,YSI Pro2030,,58.0,79.9,98.5,15.2,762.3,,,
11/20/2023,9:34,MO1,Surface,YSI Pro2030,11.6,117.0,66.9,85.3,15.8,769.1,9.25,,
11/20/2023,9:34,MO1,Bottom,YSI Pro2030,7.9,110.0,64.9,81.1,14.5,769.0,,,
11/20/2023,9:54,PIER,10,YSI Pro2030,6.8,94.0,65.4,81.0,14.9,767.3,,24.0,Water level on pier measurment is an approximation because algae was blocking the numbers
11/20/2023,9:54,PIER,50,YSI Pro2030,5.3,73.0,64.4,81.0,14.3,766.9,,,
11/20/2023,9:54,PIER,100,YSI Pro2030,5.8,80.0,62.8,80.7,13.4,766.6,,,
11/20/2023,9:54,PIER,150,YSI Pro2030,0.1,2.0,68.3,83.4,15.5,766.3,,,
11/20/2023,9:54,PIER,200,YSI Pro2030,0.2,2.0,68.5,83.7,15.5,765.9,,,
11/20/2023,10:14,CUL1,Surface,YSI Pro2030,,64.0,103.0,130.7,14.0,766.2,8.66,,
11/20/2023,10:14,CUL1,Bottom,YSI Pro2030,,54.0,123.4,151.4,15.1,766.1,,,
11/20/2023,10:31,VBR1,Surface,YSI Pro2030,7.3,102.0,63.3,75.5,16.1,765.5,8.9,,
11/20/2023,10:31,VBR1,Bottom,YSI Pro2030,0.3,5.0,82.1,94.0,18.4,765.4,9.23,,
11/27/2023,9:41,MO1,Surface,YSI Pro2030,17.3,161.0,0.528,0.701,12.1,767.0,9.09,,
11/27/2023,9:41,MO1,Bottom,YSI Pro2030,11.0,146.0,60.6,79.6,12.5,766.8,,,
11/27/2023,9:58,PIER,10,YSI Pro2030,8.4,112.0,61.7,81.2,12.4,765.0,,24.0,Water level on pier measurment is an approximation because algae was blocking the numbers
11/27/2023,9:58,PIER,50,YSI Pro2030,5.6,74.0,61.3,81.2,12.2,764.7,,,
11/27/2023,9:58,PIER,100,YSI Pro2030,7.4,96.0,60.5,81.2,11.7,764.5,,,
11/27/2023,9:58,PIER,150,YSI Pro2030,6.5,85.0,60.7,81.3,11.7,764.2,,,
11/27/2023,9:58,PIER,200,YSI Pro2030,0.1,2.0,67.5,82.4,15.6,763.9,,,
11/27/2023,10:19,CUL1,Surface,YSI Pro2030,,22.0,106.7,152.3,9.4,764.4,8.49,,
11/27/2023,10:19,CUL1,Bottom,YSI Pro2030,,13.0,116.5,56.2,11.7,764.4,,,
11/27/2023,10:32,VBR1,Surface,YSI Pro2030,8.0,111.0,67.1,87.8,12.7,764.0,9.24,,
11/27/2023,10:32,VBR1,Bottom,YSI Pro2030,0.3,4.0,69.5,84.1,16.0,764.0,,,
12/04/2023,9:39,MO1,Surface,YSI Pro2030,12.1,158.0,57.5,75.3,12.6,768.8,9.23,,
12/04/2023,9:39,MO1,Bottom,YSI Pro2030,9.3,122.0,58.4,77.2,12.3,768.6,,,
12/04/2023,10:03,PIER,10,YSI Pro2030,10.7,142.0,60.4,79.1,12.7,767.1,,22.0,Water level on pier measurment is an approximation because algae was blocking the numbers
12/04/2023,10:03,PIER,50,YSI Pro2030,7.1,93.0,60.5,80.5,11.9,767.0,,,
12/04/2023,10:03,PIER,100,YSI Pro2030,7.7,101.0,60.0,80.7,11.6,766.6,,,
12/04/2023,10:03,PIER,150,YSI Pro2030,3.1,41.0,60.4,80.3,12.0,766.3,,,
12/04/2023,10:03,PIER,200,YSI Pro2030,0.3,4.0,62.2,79.8,13.5,766.1,,,
12/04/2023,10:19,CUL1,Surface,YSI Pro2030,,78.0,113.7,161.0,9.7,765.9,8.4,,
12/04/2023,10:19,CUL1,Bottom,YSI Pro2030,,19.0,110.1,157.0,9.4,765.7,,,
12/04/2023,10:36,VBR1,Surface,YSI Pro2030,9.1,128.0,69.5,89.5,13.5,765.2,9.3,,
12/04/2023,10:36,VBR1,Bottom,YSI Pro2030,9.1,72.0,68.9,89.6,12.9,765.0,,,
12/11/2023,9:35,MO1,Surface,YSI Pro2030,10.4,138.0,60.7,80.8,11.9,764.9,9.39,,
12/11/2023,9:35,MO1,Bottom,YSI Pro2030,10.2,132.0,59.4,80.9,11.1,764.7,,,
12/11/2023,9:54,PIER,10,YSI Pro2030,7.2,94.0,59.8,81.1,11.2,762.8,,19.0,Water level on pier measurment is an approximation because algae was blocking the numbers
12/11/2023,9:54,PIER,50,YSI Pro2030,5.5,72.0,59.8,81.0,11.3,762.5,,,
12/11/2023,9:54,PIER,100,YSI Pro2030,7.2,92.0,58.8,81.3,10.5,762.1,,,
12/11/2023,9:54,PIER,150,YSI Pro2030,5.0,64.0,59.2,80.9,10.9,761.7,,,
12/11/2023,9:54,PIER,200,YSI Pro2030,2.1,27.0,60.4,81.1,11.6,761.4,,,
12/11/2023,10:12,CUL1,Surface,YSI Pro2030,,89.0,106.2,158.6,7.6,762.0,8.43,,
12/11/2023,10:12,CUL1,Bottom,YSI Pro2030,,85.0,105.6,158.4,7.6,762.0,,,
12/11/2023,10:27,VBR1,Surface,YSI Pro2030,7.1,98.0,67.9,91.6,11.4,761.5,9.39,,
12/11/2023,10:27,VBR1,Bottom,YSI Pro2030,5.6,77.0,66.3,90.7,10.9,761.5,,,
01/17/2024,9:35,MO1,Surface,YSI Pro2030,6.2,60.0,0.046,0.0557,14.1,765.2,10.8,,
01/17/2024,9:35,MO1,Bottom,YSI Pro2030,5.3,51.0,5.79,7.52,13.0,764.9,,,
01/17/2024,9:55,PIER,10,YSI Pro2030,5.7,56.0,5.92,7.52,13.9,764.8,,64.0,The water level on the Pier was a rough estimate as the water was above the measurement stick.
01/17/2024,9:55,PIER,50,YSI Pro2030,5.4,53.0,5.82,7.53,13.1,764.7,,,
01/17/2024,9:55,PIER,100,YSI Pro2030,1.6,15.0,5.77,7.5,12.9,764.5,,,
01/17/2024,9:55,PIER,150,YSI Pro2030,0.2,3.0,35.12,44.05,14.4,764.2,,,
01/17/2024,9:55,PIER,200,YSI Pro2030,0.1,2.0,62.5,77.3,15.0,764.0,,,
01/17/2024,9:55,PIER,250,YSI Pro2030,0.1,1.0,64.5,79.6,15.1,763.8,,,
01/17/2024,9:55,PIER,300,YSI Pro2030,0.1,1.0,65.5,80.7,15.1,763.7,,,
01/17/2024,9:55,PIER,350,YSI Pro2030,0.0,1.0,65.5,80.8,15.1,763.6,,,
01/17/2024,9:55,PIER,400,YSI Pro2030,0.0,0.0,65.4,80.6,15.1,763.6,,,
01/17/2024,10:18,CUL1,Surface,YSI Pro2030,5.4,52.0,4.403,5.58,13.4,764.2,7.29,,
01/17/2024,10:18,CUL1,Bottom,YSI Pro2030,0.6,6.0,30.89,39.28,13.8,764.3,,,
01/17/2024,10:30,VBR1,Surface,YSI Pro2030,7.1,70.0,5.46,6.93,13.9,764.6,7.77,,
01/17/2024,10:30,VBR1,Bottom,YSI Pro2030,0.3,3.0,37.94,45.76,16.0,764.8,,,
01/31/2024,9:33,MO1,Surface,YSI Pro2030,12.2,120.0,0.0,0.0,14.8,764.2,8.57,,
01/31/2024,9:33,MO1,Bottom,YSI Pro2030,10.5,123.0,35.49,44.29,14.6,764.1,,,
01/31/2024,9:51,PIER,10,YSI Pro2030,8.7,105.0,37.35,45.82,15.3,763.5,,127.0,
01/31/2024,9:51,PIER,50,YSI Pro2030,8.9,109.0,38.81,46.24,16.6,763.3,,,
01/31/2024,9:51,PIER,100,YSI Pro2030,8.8,108.0,38.83,46.32,16.6,763.0,,,
01/31/2024,9:51,PIER,150,YSI Pro2030,4.2,51.0,39.62,47.65,16.2,762.4,,,
01/31/2024,9:51,PIER,200,YSI Pro2030,0.8,9.0,40.02,48.1,16.2,762.0,,,
01/31/2024,10:18,CUL1,Surface,YSI Pro2030,10.7,127.0,31.62,38.44,15.7,762.1,,,Didn't take pH because the water was too high
01/31/2024,10:18,CUL1,Bottom,YSI Pro2030,2.9,35.0,38.95,46.12,16.5,761.2,,,
01/31/2024,10:31,VBR1,Surface,YSI Pro2030,8.5,107.0,38.15,44.1,18.0,762.7,8.88,,
01/31/2024,10:31,VBR1,Bottom,YSI Pro2030,8.9,108.0,37.61,45.53,15.9,762.8,,,
02/12/2024,9:35,MO1,Surface,YSI Pro2030,7.8,91.0,35.73,44.91,14.3,769.3,8.12,,
02/12/2024,9:35,MO1,Bottom,YSI Pro2030,7.8,92.0,36.59,45.97,14.3,769.3,,,
02/12/2024,9:54,PIER,10,YSI Pro2030,7.5,88.0,36.37,46.25,13.9,767.2,,261.0,
02/12/2024,9:54,PIER,50,YSI Pro2030,7.5,88.0,37.13,47.06,14.0,766.1,,,
02/12/2024,9:54,PIER,100,YSI Pro2030,7.8,91.0,37.33,47.22,14.0,765.9,,,
02/12/2024,9:54,PIER,150,YSI Pro2030,7.8,92.0,37.42,47.33,14.1,765.7,,,
02/12/2024,9:54,PIER,200,YSI Pro2030,7.8,92.0,37.55,47.43,14.1,765.5,,,
02/12/2024,10:12,CUL1,Surface,YSI Pro2030,8.7,95.0,25.84,33.32,13.4,765.9,,,Didn't take pH because the water was too high
02/12/2024,10:12,CUL1,Bottom,YSI Pro2030,9.1,98.0,24.31,31.47,13.0,765.9,,,
02/12/2024,10:25,VBR1,Surface,YSI Pro2030,8.4,99.0,35.96,44.73,14.7,766.0,8.39,,
02/12/2024,10:25,VBR1,Bottom,YSI Pro2030,8.3,98.0,36.12,44.95,14.7,765.9,,,
02/21/2024,,MO1,Surface,YSI Pro2030,6.7,71.0,7.92,9.51,16.2,768.1,7.53,,
02/21/2024,,MO1,Bottom,YSI Pro2030,4.0,42.0,8.95,10.69,16.5,768.1,,,
02/21/2024,,PIER,10,YSI Pro2030,6.2,65.0,5.69,6.83,16.7,767.5,,44.0,
02/21/2024,,PIER,50,YSI Pro2030,7.2,87.0,34.8,48.28,16.8,767.5,,,
02/21/2024,,PIER,100,YSI Pro2030,6.0,71.0,37.74,46.23,15.4,767.3,,,
02/21/2024,,PIER,150,YSI Pro2030,5.8,68.0,37.7,46.58,15.0,767.2,,,
02/21/2024,,PIER,200,YSI Pro2030,5.5,69.0,37.65,46.55,15.0,767.2,,,
02/21/2024,,PIER,250,YSI Pro2030,5.6,67.0,37.67,46.56,15.0,767.3,,,
02/21/2024,,CUL1,Surface,YSI Pro2030,6.0,64.0,8.5,10.23,16.2,768.0,,,Couldn't climb down to take the pH
02/21/2024,,CUL1,Bottom,YSI Pro2030,5.3,56.0,8.61,10.35,16.2,767.9,,,
02/21/2024,,VBR1,Surface,YSI Pro2030,5.5,56.0,2.265,2.776,15.6,767.4,7.74,,
02/21/2024,,VBR1,Bottom,YSI Pro2030,6.2,76.0,37.59,45.42,16.0,767.3,,,
02/26/2024,9:30,MO1,Surface,YSI Pro2030,11.7,116.0,0.0501,0.0622,14.8,766.2,8.73,,
02/26/2024,9:30,MO1,Bottom,YSI Pro2030,9.6,111.0,22.28,25.89,17.7,766.0,,,
02/26/2024,9:47,PIER,10,YSI Pro2030,11.7,134.0,23.94,28.89,16.7,765.0,,120.0,Couldn't climb down to take the pH
02/26/2024,9:47,PIER,50,YSI Pro2030,8.0,102.0,38.76,28.55,19.1,764.8,,,
02/26/2024,9:47,PIER,100,YSI Pro2030,7.4,90.0,39.5,43.63,16.7,764.7,,,
02/26/2024,9:47,PIER,150,YSI Pro2030,6.6,80.0,38.96,46.95,16.0,764.6,,,
02/26/2024,9:47,PIER,200,YSI Pro2030,3.6,43.0,39.02,46.99,16.0,764.4,,,
02/26/2024,10:03,CUL1,Surface,YSI Pro2030,5.4,60.0,16.54,47.16,16.7,765.0,,,
02/26/2024,10:03,CUL1,Bottom,YSI Pro2030,4.5,52.0,25.61,20.71,17.0,764.9,,,
02/26/2024,10:20,VBR1,Surface,YSI Pro2030,14.2,161.0,13.6,30.26,19.6,764.3,8.65,,
02/26/2024,10:20,VBR1,Bottom,YSI Pro2030,10.4,135.0,35.56,38.43,21.1,764.3,,,
03/06/2024,9:34,MO1,Surface,YSI Pro2030,9.7,95.0,0.0391,0.0491,14.3,763.5,8.69,,
03/06/2024,9:34,MO1,Bottom,YSI Pro2030,9.6,96.0,4.002,5.02,14.4,763.5,,,
03/06/2024,9:55,PIER,10,YSI Pro2030,8.7,90.0,5.14,6.3,15.3,763.0,,75.0,"Rainy day, couldn't climb down to take the pH"
03/06/2024,9:55,PIER,50,YSI Pro2030,4.6,55.0,32.16,37.71,17.4,762.9,,,
03/06/2024,9:55,PIER,100,YSI Pro2030,6.3,74.0,33.81,42.3,14.5,762.7,,,
03/06/2024,9:55,PIER,150,YSI Pro2030,0.6,7.0,41.03,46.5,18.8,762.8,,,
03/06/2024,9:55,PIER,200,YSI Pro2030,0.1,1.0,44.68,52.5,17.2,762.8,,,
03/06/2024,10:07,CUL1,Surface,YSI Pro2030,3.8,38.0,1.44,1.773,15.0,763.0,,,
03/06/2024,10:07,CUL1,Bottom,YSI Pro2030,3.4,35.0,5.69,6.88,16.2,762.2,,,
03/06/2024,10:22,VBR1,Surface,YSI Pro2030,8.0,82.0,2.829,3.41,16.1,762.3,8.79,,
03/06/2024,10:22,VBR1,Bottom,YSI Pro2030,5.7,67.0,25.33,29.1,18.3,762.5,,,
03/11/2024,10:09,MO1,Surface,YSI Pro2030,11.0,125.0,19.49,22.71,17.6,767.2,8.75,,
03/11/2024,10:09,MO1,Bottom,YSI Pro2030,8.4,104.0,36.38,42.42,17.6,767.2,,,
03/11/2024,10:24,PIER,10,YSI Pro2030,9.3,114.0,33.66,38.9,18.0,766.3,,172.0,
03/11/2024,10:24,PIER,50,YSI Pro2030,8.3,101.0,38.26,46.22,16.0,766.5,,,
03/11/2024,10:24,PIER,100,YSI Pro2030,8.2,100.0,38.93,46.98,16.0,766.4,,,
03/11/2024,10:24,PIER,150,YSI Pro2030,8.4,102.0,38.76,47.35,15.5,766.2,,,
03/11/2024,10:24,PIER,200,YSI Pro2030,6.3,77.0,38.64,47.33,15.4,765.8,,,
03/11/2024,10:42,CUL1,Surface,YSI Pro2030,5.3,55.0,5.93,7.09,17.1,766.0,,,Couldn't climb down to take the pH
03/11/2024,10:42,CUL1,Bottom,YSI Pro2030,4.9,55.0,19.69,22.81,17.8,765.9,,,
03/11/2024,10:50,VBR1,Surface,YSI Pro2030,10.4,128.0,29.87,33.58,19.2,765.6,8.79,,
03/11/2024,10:50,VBR1,Bottom,YSI Pro2030,9.4,116.0,32.31,36.3,19.3,765.6,,,
03/20/2024,10:08,MO1,Surface,YSI Pro2030,6.8,77.0,15.68,17.8,18.8,765.5,8.87,,
03/20/2024,10:08,MO1,Bottom,YSI Pro2030,6.0,76.0,36.44,41.31,18.8,765.5,,,
